,objectid,id,datetime,cloruro,SHAPE
147,588,chapo_cap1,2021-10-29 05:01:06,71.88,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
148,592,chapo_cap1,2021-10-29 05:02:06,72.33,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
149,596,chapo_cap1,2021-10-29 05:03:06,72.6,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
150,600,chapo_cap1,2021-10-29 05:04:06,67.11,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
151,604,chapo_cap1,2021-10-29 05:05:06,69.67,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
152,608,chapo_cap1,2021-10-29 05:06:06,69.98,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
153,612,chapo_cap1,2021-10-29 05:07:06,70.64,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
154,616,chapo_cap1,2021-10-29 05:08:06,71.8,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
155,620,chapo_cap1,2021-10-29 05:09:06,72.41,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
156,625,chapo_cap1,2021-10-29 05:00:00,72.74,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
157,628,chapo_cap1,2021-10-29 05:00:00,72.73,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
158,632,chapo_cap1,2021-10-29 05:12:06,72.19,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
159,636,chapo_cap1,2021-10-29 05:13:06,72.44,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
160,640,chapo_cap1,2021-10-29 05:14:06,72.66,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
161,645,chapo_cap1,2021-10-29 05:15:06,72.23,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
162,648,chapo_cap1,2021-10-29 05:16:06,72.27,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
163,652,chapo_cap1,2021-10-29 05:17:06,72.2,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
164,656,chapo_cap1,2021-10-29 05:18:06,67.56,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
165,660,chapo_cap1,2021-10-29 05:19:06,69.39,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
166,664,chapo_cap1,2021-10-29 05:20:06,69.93,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
167,668,chapo_cap1,2021-10-29 05:21:06,71.09,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
168,672,chapo_cap1,2021-10-29 05:22:06,72.04,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
169,676,chapo_cap1,2021-10-29 05:23:06,72.8,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
170,680,chapo_cap1,2021-10-29 05:24:06,73.5,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
171,684,chapo_cap1,2021-10-29 05:25:07,74.35,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
172,688,chapo_cap1,2021-10-29 05:26:06,74.72,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
173,692,chapo_cap1,2021-10-29 05:27:06,75.07,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
174,696,chapo_cap1,2021-10-29 05:28:06,75.18,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
175,700,chapo_cap1,2021-10-29 05:29:06,75.04,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
176,704,chapo_cap1,2021-10-29 05:30:07,75.26,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
177,708,chapo_cap1,2021-10-29 05:31:06,75.55,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
178,712,chapo_cap1,2021-10-29 05:32:06,75.56,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
179,716,chapo_cap1,2021-10-29 05:33:06,69.25,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
180,720,chapo_cap1,2021-10-29 05:34:06,70.32,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
181,724,chapo_cap1,2021-10-29 05:35:06,71.59,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
182,728,chapo_cap1,2021-10-29 05:36:06,72.17,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
183,732,chapo_cap1,2021-10-29 05:37:06,72.47,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
184,736,chapo_cap1,2021-10-29 05:38:06,73.23,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
185,740,chapo_cap1,2021-10-29 05:39:06,72.58,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
186,744,chapo_cap1,2021-10-29 05:40:06,72.34,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
187,748,chapo_cap1,2021-10-29 05:41:06,68.13,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
188,752,chapo_cap1,2021-10-29 05:42:06,67.47,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
189,756,chapo_cap1,2021-10-29 05:43:06,66.51,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
190,760,chapo_cap1,2021-10-29 05:44:06,64.72,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
191,764,chapo_cap1,2021-10-29 05:45:07,63.51,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
192,768,chapo_cap1,2021-10-29 05:46:06,62.3,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
193,772,chapo_cap1,2021-10-29 05:47:06,61.3,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
194,776,chapo_cap1,2021-10-29 05:48:06,60.81,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
195,780,chapo_cap1,2021-10-29 05:49:06,57.44,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
196,784,chapo_cap1,2021-10-29 05:50:06,61.83,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
197,788,chapo_cap1,2021-10-29 05:51:06,64.34,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
198,792,chapo_cap1,2021-10-29 05:52:06,64.87,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
199,796,chapo_cap1,2021-10-29 05:53:06,65.07,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
200,800,chapo_cap1,2021-10-29 05:54:06,65.32,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
201,804,chapo_cap1,2021-10-29 05:55:06,65.8,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
202,808,chapo_cap1,2021-10-29 05:56:06,65.82,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
203,812,chapo_cap1,2021-10-29 05:57:06,65.26,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
204,816,chapo_cap1,2021-10-29 05:58:06,65.0,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
205,820,chapo_cap1,2021-10-29 05:59:06,64.81,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
206,824,chapo_cap1,2021-10-29 06:00:06,64.71,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
207,828,chapo_cap1,2021-10-29 06:01:06,64.73,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
208,832,chapo_cap1,2021-10-29 06:02:06,65.37,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
209,836,chapo_cap1,2021-10-29 06:03:06,65.78,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
210,840,chapo_cap1,2021-10-29 06:04:06,58.15,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
211,845,chapo_cap1,2021-10-29 06:05:06,58.24,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
212,852,chapo_cap1,2021-10-29 06:06:06,58.43,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
213,856,chapo_cap1,2021-10-29 06:07:06,59.0,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
214,860,chapo_cap1,2021-10-29 06:08:06,59.34,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
215,864,chapo_cap1,2021-10-29 06:09:06,59.08,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
216,868,chapo_cap1,2021-10-29 06:00:00,58.88,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
217,872,chapo_cap1,2021-10-29 06:00:00,58.7,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
218,876,chapo_cap1,2021-10-29 06:12:06,58.59,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
219,880,chapo_cap1,2021-10-29 06:13:06,58.29,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
220,884,chapo_cap1,2021-10-29 06:14:06,58.11,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
221,888,chapo_cap1,2021-10-29 06:15:06,58.0,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
222,892,chapo_cap1,2021-10-29 06:16:06,57.84,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
223,896,chapo_cap1,2021-10-29 06:17:06,57.69,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
224,900,chapo_cap1,2021-10-29 06:18:06,52.6,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
225,904,chapo_cap1,2021-10-29 06:19:06,58.72,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
226,908,chapo_cap1,2021-10-29 06:20:06,61.12,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
227,912,chapo_cap1,2021-10-29 06:21:06,62.25,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
228,916,chapo_cap1,2021-10-29 06:22:06,62.82,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
229,920,chapo_cap1,2021-10-29 06:23:06,64.29,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
230,924,chapo_cap1,2021-10-29 06:24:06,64.67,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
231,928,chapo_cap1,2021-10-29 06:25:06,64.81,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
232,932,chapo_cap1,2021-10-29 06:26:06,65.0,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
233,936,chapo_cap1,2021-10-29 06:27:06,65.12,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
234,939,chapo_cap1,2021-10-29 06:28:06,65.17,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
235,943,chapo_cap1,2021-10-29 06:29:06,65.25,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
236,947,chapo_cap1,2021-10-29 06:30:06,66.01,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
237,951,chapo_cap1,2021-10-29 06:31:06,66.23,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
238,955,chapo_cap1,2021-10-29 06:32:06,66.3,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
239,959,chapo_cap1,2021-10-29 06:33:06,66.38,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
240,963,chapo_cap1,2021-10-29 06:34:06,60.33,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
241,967,chapo_cap1,2021-10-29 06:35:06,61.42,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
242,971,chapo_cap1,2021-10-29 06:36:06,61.41,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
243,975,chapo_cap1,2021-10-29 06:37:06,62.11,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
244,979,chapo_cap1,2021-10-29 06:38:06,61.91,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
245,983,chapo_cap1,2021-10-29 06:39:06,61.43,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
246,987,chapo_cap1,2021-10-29 06:40:06,60.98,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
247,991,chapo_cap1,2021-10-29 06:41:06,60.58,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
248,995,chapo_cap1,2021-10-29 06:42:06,60.58,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
249,998,chapo_cap1,2021-10-29 06:43:06,60.2,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
250,1001,chapo_cap1,2021-10-29 06:44:06,59.35,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
251,1005,chapo_cap1,2021-10-29 06:45:06,59.77,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
252,1009,chapo_cap1,2021-10-29 06:46:06,60.1,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
253,1013,chapo_cap1,2021-10-29 06:47:06,60.12,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
254,1017,chapo_cap1,2021-10-29 06:48:06,60.06,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
255,1021,chapo_cap1,2021-10-29 06:49:06,59.87,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
256,1025,chapo_cap1,2021-10-29 06:50:06,61.77,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
257,1029,chapo_cap1,2021-10-29 06:51:06,63.12,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
258,1033,chapo_cap1,2021-10-29 06:52:06,64.03,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
259,1037,chapo_cap1,2021-10-29 06:53:06,64.86,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
260,1041,chapo_cap1,2021-10-29 06:54:06,65.52,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
261,1045,chapo_cap1,2021-10-29 06:55:06,65.95,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
262,1049,chapo_cap1,2021-10-29 06:56:06,66.65,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
263,1053,chapo_cap1,2021-10-29 06:57:06,66.96,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
264,1057,chapo_cap1,2021-10-29 06:58:06,67.19,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
265,1061,chapo_cap1,2021-10-29 06:59:06,67.18,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
266,1065,chapo_cap1,2021-10-29 07:00:06,67.11,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
267,1069,chapo_cap1,2021-10-29 07:01:06,66.97,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
268,1073,chapo_cap1,2021-10-29 07:02:06,66.79,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
269,1077,chapo_cap1,2021-10-29 07:03:06,58.16,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
270,1081,chapo_cap1,2021-10-29 07:04:06,60.03,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
271,1085,chapo_cap1,2021-10-29 07:05:06,60.31,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
272,1089,chapo_cap1,2021-10-29 07:06:06,60.27,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
273,1093,chapo_cap1,2021-10-29 07:07:09,60.32,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
274,1097,chapo_cap1,2021-10-29 07:08:06,60.41,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
275,1101,chapo_cap1,2021-10-29 07:09:06,60.46,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
276,1105,chapo_cap1,2021-10-29 07:00:00,60.39,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
277,1109,chapo_cap1,2021-10-29 07:00:00,60.3,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
278,1113,chapo_cap1,2021-10-29 07:12:06,60.3,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
279,1117,chapo_cap1,2021-10-29 07:13:06,60.08,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
280,1121,chapo_cap1,2021-10-29 07:14:06,59.49,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
281,1126,chapo_cap1,2021-10-29 07:15:06,59.19,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
282,1133,chapo_cap1,2021-10-29 07:16:06,59.1,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
283,1142,chapo_cap1,2021-10-29 07:17:06,58.9,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
284,1146,chapo_cap1,2021-10-29 07:18:06,58.95,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
285,1153,chapo_cap1,2021-10-29 07:19:06,58.81,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
286,1158,chapo_cap1,2021-10-29 07:20:06,61.59,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
287,1162,chapo_cap1,2021-10-29 07:21:06,62.43,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
288,1166,chapo_cap1,2021-10-29 07:22:06,63.71,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
289,1172,chapo_cap1,2021-10-29 07:23:06,63.94,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
290,1179,chapo_cap1,2021-10-29 07:24:06,64.13,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
291,1184,chapo_cap1,2021-10-29 07:25:06,64.36,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
292,1190,chapo_cap1,2021-10-29 07:26:06,64.33,"{'x': 650765, 'y': 5715261, 'spatialReference': {'wkid': 32718, 'latestWkid': 32718}}"
